interval_start_time,CAISO_system_load,temp_forecast_dayahead_bakersfield,temp_forecast_dayahead_los_angeles,temp_forecast_dayahead_san_francisco,dewpoint_forecast_dayahead_bakersfield,dewpoint_forecast_dayahead_los_angeles,dewpoint_forecast_dayahead_san_francisco
2020-12-05 13:00:00-08:00,21300.0,62.0,63.0,56.0,23.0,29.0,45.0
2020-12-05 14:00:00-08:00,22035.0,62.3,61.7,56.0,22.7,35.3,45.3
2020-12-05 15:00:00-08:00,23305.0,62.7,60.3,56.0,22.3,41.7,45.7
2020-12-05 16:00:00-08:00,25292.0,65.0,60.0,57.0,22.0,48.0,46.0
2020-12-05 17:00:00-08:00,27091.0,60.7,59.0,56.3,24.3,49.3,46.3
2020-12-05 18:00:00-08:00,27036.0,56.3,58.0,55.7,26.7,50.7,46.7
2020-12-05 19:00:00-08:00,26588.0,52.0,57.0,55.0,29.0,52.0,47.0
2020-12-05 20:00:00-08:00,25982.0,51.0,56.7,54.7,27.0,50.7,46.3
2020-12-05 21:00:00-08:00,25053.0,50.0,56.3,54.3,25.0,49.3,45.7
2020-12-05 22:00:00-08:00,23684.0,49.0,56.0,54.0,23.0,48.0,45.0
2020-12-05 23:00:00-08:00,22359.0,47.7,55.0,53.3,23.3,46.0,45.3
2020-12-06 00:00:00-08:00,21476.0,46.3,54.0,52.7,23.7,44.0,45.7
2020-12-06 01:00:00-08:00,20751.0,45.0,53.0,52.0,24.0,42.0,46.0
2020-12-06 02:00:00-08:00,20381.0,44.0,52.0,51.3,23.0,42.0,44.7
2020-12-06 03:00:00-08:00,20266.0,43.0,51.0,50.7,22.0,42.0,43.3
2020-12-06 04:00:00-08:00,20371.0,42.0,50.0,50.0,21.0,42.0,42.0
2020-12-06 05:00:00-08:00,20846.0,42.0,50.3,50.3,22.7,38.7,42.7
2020-12-06 06:00:00-08:00,21512.0,42.0,50.7,50.7,24.3,35.3,43.3
2020-12-06 07:00:00-08:00,21677.0,42.0,51.0,51.0,26.0,32.0,44.0
2020-12-06 08:00:00-08:00,21125.0,46.0,55.0,52.0,25.3,31.0,45.0
2020-12-06 09:00:00-08:00,20403.0,50.0,59.0,53.0,24.7,30.0,46.0
2020-12-06 10:00:00-08:00,19777.0,54.0,63.0,54.0,24.0,29.0,47.0
2020-12-06 11:00:00-08:00,19483.0,56.7,64.3,55.0,24.3,30.7,46.7
2020-12-06 12:00:00-08:00,19755.0,59.3,65.7,56.0,24.7,32.3,46.3
2020-12-06 13:00:00-08:00,20260.0,62.0,67.0,57.0,25.0,34.0,46.0
2020-12-06 14:00:00-08:00,21098.0,62.3,65.3,57.0,24.0,37.3,46.0
2020-12-06 15:00:00-08:00,22502.0,62.7,63.7,57.0,23.0,40.7,46.0
2020-12-06 16:00:00-08:00,24694.0,63.0,60.0,55.0,22.0,44.0,46.0
2020-12-06 17:00:00-08:00,26829.0,60.0,59.0,54.3,24.7,46.0,45.7
2020-12-06 18:00:00-08:00,26980.0,57.0,58.0,53.7,27.3,48.0,45.3
2020-12-06 19:00:00-08:00,26525.0,54.0,57.0,53.0,30.0,50.0,45.0
2020-12-06 20:00:00-08:00,25817.0,53.3,56.7,52.7,30.7,49.3,44.3
2020-12-06 21:00:00-08:00,24761.0,52.7,56.3,52.3,31.3,48.7,43.7
2020-12-06 22:00:00-08:00,23220.0,52.0,56.0,52.0,32.0,48.0,43.0
2020-12-06 23:00:00-08:00,21868.0,50.7,55.3,51.3,32.0,46.7,42.7
2020-12-07 00:00:00-08:00,21034.0,49.3,54.7,50.7,32.0,45.3,42.3
2020-12-07 01:00:00-08:00,20452.0,48.0,54.0,50.0,32.0,44.0,42.0
2020-12-07 02:00:00-08:00,20234.0,47.0,53.3,49.3,30.7,44.0,40.7
2020-12-07 03:00:00-08:00,20361.0,46.0,52.7,48.7,29.3,44.0,39.3
2020-12-07 04:00:00-08:00,21143.0,45.0,52.0,48.0,28.0,44.0,38.0
2020-12-07 05:00:00-08:00,22774.0,45.7,52.3,49.0,29.0,45.0,38.7
2020-12-07 06:00:00-08:00,24791.0,46.3,52.7,50.0,30.0,46.0,39.3
2020-12-07 07:00:00-08:00,26241.0,47.0,53.0,51.0,31.0,47.0,40.0
2020-12-07 08:00:00-08:00,26577.0,49.3,57.0,53.0,31.3,43.0,40.0
2020-12-07 09:00:00-08:00,26023.0,51.7,61.0,55.0,31.7,39.0,40.0
2020-12-07 10:00:00-08:00,25264.0,54.0,65.0,57.0,32.0,35.0,40.0
2020-12-07 11:00:00-08:00,24726.0,55.7,66.3,58.7,32.3,36.0,39.7
2020-12-07 12:00:00-08:00,24359.0,57.3,67.7,60.3,32.7,37.0,39.3
2020-12-07 13:00:00-08:00,24337.0,59.0,69.0,62.0,33.0,38.0,39.0
2020-12-07 14:00:00-08:00,24730.0,59.3,68.0,62.7,34.0,36.3,38.0
2020-12-07 15:00:00-08:00,25638.0,59.7,67.0,63.3,35.0,34.7,37.0
2020-12-07 16:00:00-08:00,27239.0,62.0,63.0,62.0,36.0,33.0,36.0
2020-12-07 17:00:00-08:00,29109.0,59.3,62.3,60.3,36.7,34.3,37.3
2020-12-07 18:00:00-08:00,28932.0,56.7,61.7,58.7,37.3,35.7,38.7
2020-12-07 19:00:00-08:00,28054.0,54.0,61.0,57.0,38.0,37.0,40.0
2020-12-07 20:00:00-08:00,27035.0,53.0,61.0,56.0,37.0,31.3,39.3
2020-12-07 21:00:00-08:00,25657.0,52.0,61.0,55.0,36.0,25.7,38.7
2020-12-07 22:00:00-08:00,23887.0,51.0,61.0,54.0,35.0,20.0,38.0
2020-12-07 23:00:00-08:00,22319.0,49.7,60.3,53.3,34.7,21.7,38.3
2020-12-08 00:00:00-08:00,21306.0,48.3,59.7,52.7,34.3,23.3,38.7
2020-12-08 01:00:00-08:00,20604.0,47.0,59.0,52.0,34.0,25.0,39.0
2020-12-08 02:00:00-08:00,20271.0,46.0,57.7,51.3,33.0,23.7,38.3
2020-12-08 03:00:00-08:00,20323.0,45.0,56.3,50.7,32.0,22.3,37.7
2020-12-08 04:00:00-08:00,20992.0,44.0,55.0,50.0,31.0,21.0,37.0
2020-12-08 05:00:00-08:00,22480.0,43.0,55.7,50.0,31.0,22.0,38.0
2020-12-08 06:00:00-08:00,24421.0,42.0,56.3,50.0,31.0,23.0,39.0
2020-12-08 07:00:00-08:00,25397.0,41.0,57.0,50.0,31.0,24.0,40.0
2020-12-08 08:00:00-08:00,25289.0,43.3,61.3,51.3,31.0,21.7,40.0
2020-12-08 09:00:00-08:00,24589.0,45.7,65.7,52.7,31.0,19.3,40.0
2020-12-08 10:00:00-08:00,24183.0,48.0,70.0,54.0,31.0,17.0,40.0
2020-12-08 11:00:00-08:00,24001.0,51.0,71.3,55.3,31.7,18.3,40.3
2020-12-08 12:00:00-08:00,23942.0,54.0,72.7,56.7,32.3,19.7,40.7
2020-12-08 13:00:00-08:00,24227.0,57.0,74.0,58.0,33.0,21.0,41.0
2020-12-08 14:00:00-08:00,24807.0,57.7,72.7,58.0,33.0,24.0,42.3
2020-12-08 15:00:00-08:00,25713.0,58.3,71.3,58.0,33.0,27.0,43.7
2020-12-08 16:00:00-08:00,27234.0,61.0,72.0,60.0,33.0,30.0,45.0
2020-12-08 17:00:00-08:00,28981.0,58.0,70.0,58.3,33.7,32.7,44.7
2020-12-08 18:00:00-08:00,28642.0,55.0,68.0,56.7,34.3,35.3,44.3
2020-12-08 19:00:00-08:00,27858.0,52.0,66.0,55.0,35.0,38.0,44.0
2020-12-08 20:00:00-08:00,26865.0,51.3,65.0,54.3,34.3,32.7,41.0
2020-12-08 21:00:00-08:00,25567.0,50.7,64.0,53.7,33.7,27.3,38.0
2020-12-08 22:00:00-08:00,23784.0,50.0,63.0,53.0,33.0,22.0,35.0
2020-12-08 23:00:00-08:00,22238.0,49.0,62.0,52.3,32.7,23.7,35.7
2020-12-09 00:00:00-08:00,21257.0,48.0,61.0,51.7,32.3,25.3,36.3
2020-12-09 01:00:00-08:00,20699.0,47.0,60.0,51.0,32.0,27.0,37.0
2020-12-09 02:00:00-08:00,20498.0,46.3,58.7,50.0,31.3,26.0,38.7
2020-12-09 03:00:00-08:00,20538.0,45.7,57.3,49.0,30.7,25.0,40.3
2020-12-09 04:00:00-08:00,21241.0,45.0,56.0,48.0,30.0,24.0,42.0
2020-12-09 05:00:00-08:00,22840.0,44.7,55.7,48.0,30.0,27.3,42.3
2020-12-09 06:00:00-08:00,24727.0,44.3,55.3,48.0,30.0,30.7,42.7
2020-12-09 07:00:00-08:00,25699.0,44.0,55.0,48.0,30.0,34.0,43.0
2020-12-09 08:00:00-08:00,25471.0,47.7,57.7,49.3,31.3,32.0,42.7
2020-12-09 09:00:00-08:00,24535.0,51.3,60.3,50.7,32.7,30.0,42.3
2020-12-09 10:00:00-08:00,23691.0,55.0,63.0,52.0,34.0,28.0,42.0
2020-12-09 11:00:00-08:00,23329.0,58.3,63.7,52.7,34.0,30.7,42.0
2020-12-09 12:00:00-08:00,23501.0,61.7,64.3,53.3,34.0,33.3,42.0
2020-12-09 13:00:00-08:00,23905.0,65.0,65.0,54.0,34.0,36.0,42.0
2020-12-09 14:00:00-08:00,24554.0,65.0,63.7,54.3,33.7,39.0,42.0
2020-12-09 15:00:00-08:00,25548.0,65.0,62.3,54.7,33.3,42.0,42.0
2020-12-09 16:00:00-08:00,26851.0,66.0,63.0,57.0,33.0,45.0,42.0
2020-12-09 17:00:00-08:00,28668.0,62.3,62.0,56.0,33.7,46.3,42.7
2020-12-09 18:00:00-08:00,28552.0,58.7,61.0,55.0,34.3,47.7,43.3
2020-12-09 19:00:00-08:00,27862.0,55.0,60.0,54.0,35.0,49.0,44.0
2020-12-09 20:00:00-08:00,26946.0,53.7,59.7,53.7,32.0,49.3,43.0
2020-12-09 21:00:00-08:00,25717.0,52.3,59.3,53.3,29.0,49.7,42.0
2020-12-09 22:00:00-08:00,24031.0,51.0,59.0,53.0,26.0,50.0,41.0
2020-12-09 23:00:00-08:00,22500.0,50.0,58.3,52.3,26.3,49.3,41.3
2020-12-10 00:00:00-08:00,21496.0,49.0,57.7,51.7,26.7,48.7,41.7
2020-12-10 01:00:00-08:00,20841.0,48.0,57.0,51.0,27.0,48.0,42.0
2020-12-10 02:00:00-08:00,20571.0,47.0,56.3,50.3,27.7,47.0,41.0
2020-12-10 03:00:00-08:00,20634.0,46.0,55.7,49.7,28.3,46.0,40.0
2020-12-10 04:00:00-08:00,21328.0,45.0,55.0,49.0,29.0,45.0,39.0
2020-12-10 05:00:00-08:00,22887.0,44.0,54.3,49.3,29.3,46.0,39.7
2020-12-10 06:00:00-08:00,24863.0,43.0,53.7,49.7,29.7,47.0,40.3
2020-12-10 07:00:00-08:00,25773.0,42.0,53.0,50.0,30.0,48.0,41.0
2020-12-10 08:00:00-08:00,25445.0,45.3,54.0,51.7,30.3,46.0,42.0
2020-12-10 09:00:00-08:00,24678.0,48.7,55.0,53.3,30.7,44.0,43.0
2020-12-10 10:00:00-08:00,23793.0,52.0,56.0,55.0,31.0,42.0,44.0
2020-12-10 11:00:00-08:00,23099.0,54.7,57.0,55.7,31.0,42.3,43.7
2020-12-10 12:00:00-08:00,22767.0,57.3,58.0,56.3,31.0,42.7,43.3
2020-12-10 13:00:00-08:00,23178.0,60.0,59.0,57.0,31.0,43.0,43.0
2020-12-10 14:00:00-08:00,23972.0,60.3,58.7,57.0,32.3,45.0,44.3
2020-12-10 15:00:00-08:00,25101.0,60.7,58.3,57.0,33.7,47.0,45.7
2020-12-10 16:00:00-08:00,26821.0,60.0,58.0,55.0,35.0,49.0,47.0
2020-12-10 17:00:00-08:00,28880.0,56.7,57.3,54.0,35.7,49.0,47.0
2020-12-10 18:00:00-08:00,28881.0,53.3,56.7,53.0,36.3,49.0,47.0
2020-12-10 19:00:00-08:00,28283.0,50.0,56.0,52.0,37.0,49.0,47.0
2020-12-10 20:00:00-08:00,27405.0,49.0,55.7,51.7,34.7,49.0,45.7
2020-12-10 21:00:00-08:00,26121.0,48.0,55.3,51.3,32.3,49.0,44.3
2020-12-10 22:00:00-08:00,24432.0,47.0,55.0,51.0,30.0,49.0,43.0
2020-12-10 23:00:00-08:00,22869.0,45.7,54.7,50.7,30.0,48.7,42.3
2020-12-11 00:00:00-08:00,21864.0,44.3,54.3,50.3,30.0,48.3,41.7
2020-12-11 01:00:00-08:00,21212.0,43.0,54.0,50.0,30.0,48.0,41.0
2020-12-11 02:00:00-08:00,20900.0,42.3,53.3,49.3,29.7,47.0,41.7
2020-12-11 03:00:00-08:00,20941.0,41.7,52.7,48.7,29.3,46.0,42.3
2020-12-11 04:00:00-08:00,21609.0,41.0,52.0,48.0,29.0,45.0,43.0
2020-12-11 05:00:00-08:00,23150.0,40.3,51.0,47.7,29.3,45.0,42.3
2020-12-11 06:00:00-08:00,24940.0,39.7,50.0,47.3,29.7,45.0,41.7
2020-12-11 07:00:00-08:00,25966.0,39.0,49.0,47.0,30.0,45.0,41.0
2020-12-11 08:00:00-08:00,26157.0,41.3,49.3,48.0,30.3,46.3,40.7
2020-12-11 09:00:00-08:00,25410.0,43.7,49.7,49.0,30.7,47.7,40.3
2020-12-11 10:00:00-08:00,24912.0,46.0,50.0,50.0,31.0,49.0,40.0
2020-12-11 11:00:00-08:00,24715.0,48.7,51.7,51.0,30.7,49.0,40.0
2020-12-11 12:00:00-08:00,24421.0,51.3,53.3,52.0,30.3,49.0,40.0
2020-12-11 13:00:00-08:00,24506.0,54.0,55.0,53.0,30.0,49.0,40.0
2020-12-11 14:00:00-08:00,24860.0,54.3,54.3,52.7,30.3,48.3,40.7
2020-12-11 15:00:00-08:00,25655.0,54.7,53.7,52.3,30.7,47.7,41.3
2020-12-11 16:00:00-08:00,27261.0,57.0,54.0,53.0,31.0,47.0,42.0
2020-12-11 17:00:00-08:00,29042.0,54.0,53.7,52.3,32.3,46.7,43.3
2020-12-11 18:00:00-08:00,28898.0,51.0,53.3,51.7,33.7,46.3,44.7
2020-12-11 19:00:00-08:00,28245.0,48.0,53.0,51.0,35.0,46.0,46.0
2020-12-11 20:00:00-08:00,27455.0,47.0,53.3,51.0,33.7,47.3,46.0
2020-12-11 21:00:00-08:00,26356.0,46.0,53.7,51.0,32.3,48.7,46.0
2020-12-11 22:00:00-08:00,24755.0,45.0,54.0,51.0,31.0,50.0,46.0
2020-12-11 23:00:00-08:00,23202.0,44.3,53.7,51.3,31.3,49.3,47.0
2020-12-12 00:00:00-08:00,22008.0,43.7,53.3,51.7,31.7,48.7,48.0
2020-12-12 01:00:00-08:00,21206.0,43.0,53.0,52.0,32.0,48.0,49.0
2020-12-12 02:00:00-08:00,20693.0,42.7,52.7,52.0,32.7,47.7,51.0
2020-12-12 03:00:00-08:00,20443.0,42.3,52.3,52.0,33.3,47.3,53.0
2020-12-12 04:00:00-08:00,20647.0,42.0,52.0,52.0,34.0,47.0,55.0
2020-12-12 05:00:00-08:00,21252.0,42.7,52.7,52.3,36.0,48.7,54.0
2020-12-12 06:00:00-08:00,22088.0,43.3,53.3,52.7,38.0,50.3,53.0
2020-12-12 07:00:00-08:00,22729.0,44.0,54.0,53.0,40.0,52.0,52.0
2020-12-12 08:00:00-08:00,23364.0,46.0,56.3,54.0,40.0,50.7,52.0
2020-12-12 09:00:00-08:00,23623.0,48.0,58.7,55.0,40.0,49.3,52.0
2020-12-12 10:00:00-08:00,23579.0,50.0,61.0,56.0,40.0,48.0,52.0
2020-12-12 11:00:00-08:00,23146.0,50.7,62.0,56.3,40.7,48.0,51.7
2020-12-12 12:00:00-08:00,22850.0,51.3,63.0,56.7,41.3,48.0,51.3
2020-12-12 13:00:00-08:00,22896.0,52.0,64.0,57.0,42.0,48.0,51.0
2020-12-12 14:00:00-08:00,23144.0,52.3,64.0,57.0,42.0,47.7,50.0
2020-12-12 15:00:00-08:00,23965.0,52.7,64.0,57.0,42.0,47.3,49.0
2020-12-12 16:00:00-08:00,25514.0,51.0,62.0,57.0,42.0,47.0,48.0
2020-12-12 17:00:00-08:00,27353.0,50.0,61.0,56.3,42.7,46.7,48.3
2020-12-12 18:00:00-08:00,27371.0,49.0,60.0,55.7,43.3,46.3,48.7
2020-12-12 19:00:00-08:00,26833.0,48.0,59.0,55.0,44.0,46.0,49.0
2020-12-12 20:00:00-08:00,26166.0,48.3,58.3,55.0,43.3,45.3,48.7
2020-12-12 21:00:00-08:00,25175.0,48.7,57.7,55.0,42.7,44.7,48.3
2020-12-12 22:00:00-08:00,23747.0,49.0,57.0,55.0,42.0,44.0,48.0
2020-12-12 23:00:00-08:00,22282.0,48.0,56.3,54.7,41.7,42.7,48.3
2020-12-13 00:00:00-08:00,21330.0,47.0,55.7,54.3,41.3,41.3,48.7
2020-12-13 01:00:00-08:00,20608.0,46.0,55.0,54.0,41.0,40.0,49.0
2020-12-13 02:00:00-08:00,20209.0,45.3,54.0,53.7,40.3,41.0,48.7
2020-12-13 03:00:00-08:00,20023.0,44.7,53.0,53.3,39.7,42.0,48.3
2020-12-13 04:00:00-08:00,20120.0,44.0,52.0,53.0,39.0,43.0,48.0
2020-12-13 05:00:00-08:00,20557.0,43.7,51.7,53.0,38.0,39.0,48.0
2020-12-13 06:00:00-08:00,21146.0,43.3,51.3,53.0,37.0,35.0,48.0
2020-12-13 07:00:00-08:00,21432.0,43.0,51.0,53.0,36.0,31.0,48.0
2020-12-13 08:00:00-08:00,21719.0,45.3,54.3,53.0,36.7,32.0,49.0
2020-12-13 09:00:00-08:00,21739.0,47.7,57.7,53.0,37.3,33.0,50.0
2020-12-13 10:00:00-08:00,21791.0,50.0,61.0,53.0,38.0,34.0,51.0
2020-12-13 11:00:00-08:00,21889.0,52.0,62.7,53.3,38.0,35.0,51.0
2020-12-13 12:00:00-08:00,21992.0,54.0,64.3,53.7,38.0,36.0,51.0
2020-12-13 13:00:00-08:00,22218.0,56.0,66.0,54.0,38.0,37.0,51.0
2020-12-13 14:00:00-08:00,22830.0,56.3,64.0,53.7,37.0,38.7,51.3
2020-12-13 15:00:00-08:00,23807.0,56.7,62.0,53.3,36.0,40.3,51.7
2020-12-13 16:00:00-08:00,25339.0,59.0,61.0,54.0,35.0,42.0,52.0
2020-12-13 17:00:00-08:00,27199.0,57.7,60.0,53.3,37.0,43.3,51.3
2020-12-13 18:00:00-08:00,27138.0,56.3,59.0,52.7,39.0,44.7,50.7
2020-12-13 19:00:00-08:00,26586.0,55.0,58.0,52.0,41.0,46.0,50.0
2020-12-13 20:00:00-08:00,25764.0,55.0,57.7,51.7,41.0,46.7,48.7
2020-12-13 21:00:00-08:00,24620.0,55.0,57.3,51.3,41.0,47.3,47.3
2020-12-13 22:00:00-08:00,22990.0,55.0,57.0,51.0,41.0,48.0,46.0
2020-12-13 23:00:00-08:00,21433.0,53.7,56.7,50.7,41.0,48.0,45.7
2020-12-14 00:00:00-08:00,20496.0,52.3,56.3,50.3,41.0,48.0,45.3
2020-12-14 01:00:00-08:00,19990.0,51.0,56.0,50.0,41.0,48.0,45.0
2020-12-14 02:00:00-08:00,19791.0,50.7,55.7,49.3,41.0,48.7,44.7
2020-12-14 03:00:00-08:00,19937.0,50.3,55.3,48.7,41.0,49.3,44.3
2020-12-14 04:00:00-08:00,20716.0,50.0,55.0,48.0,41.0,50.0,44.0
2020-12-14 05:00:00-08:00,22293.0,49.3,55.0,48.3,42.0,48.3,43.7
2020-12-14 06:00:00-08:00,24320.0,48.7,55.0,48.7,43.0,46.7,43.3
2020-12-14 07:00:00-08:00,25527.0,48.0,55.0,49.0,44.0,45.0,43.0
2020-12-14 08:00:00-08:00,25557.0,49.0,57.0,50.3,43.7,45.3,42.7
2020-12-14 09:00:00-08:00,24788.0,50.0,59.0,51.7,43.3,45.7,42.3
2020-12-14 10:00:00-08:00,24079.0,51.0,61.0,53.0,43.0,46.0,42.0
2020-12-14 11:00:00-08:00,23455.0,52.0,61.7,53.7,42.0,44.0,41.7
2020-12-14 12:00:00-08:00,23093.0,53.0,62.3,54.3,41.0,42.0,41.3
2020-12-14 13:00:00-08:00,23132.0,54.0,63.0,55.0,40.0,40.0,41.0
2020-12-14 14:00:00-08:00,23812.0,54.0,62.7,54.7,39.7,38.7,41.7
2020-12-14 15:00:00-08:00,24966.0,54.0,62.3,54.3,39.3,37.3,42.3
2020-12-14 16:00:00-08:00,26946.0,54.0,62.0,54.0,39.0,36.0,43.0
2020-12-14 17:00:00-08:00,29144.0,52.3,61.0,53.0,39.0,35.7,43.3
2020-12-14 18:00:00-08:00,29196.0,50.7,60.0,52.0,39.0,35.3,43.7
2020-12-14 19:00:00-08:00,28581.0,49.0,59.0,51.0,39.0,35.0,44.0
2020-12-14 20:00:00-08:00,27688.0,48.3,58.3,50.7,38.3,33.0,43.7
2020-12-14 21:00:00-08:00,26353.0,47.7,57.7,50.3,37.7,31.0,43.3
2020-12-14 22:00:00-08:00,24519.0,47.0,57.0,50.0,37.0,29.0,43.0
2020-12-14 23:00:00-08:00,22909.0,46.3,56.3,49.7,37.0,29.3,42.3
2020-12-15 00:00:00-08:00,21898.0,45.7,55.7,49.3,37.0,29.7,41.7
2020-12-15 01:00:00-08:00,21165.0,45.0,55.0,49.0,37.0,30.0,41.0
2020-12-15 02:00:00-08:00,20792.0,44.7,53.7,48.3,36.7,30.0,40.7
2020-12-15 03:00:00-08:00,20905.0,44.3,52.3,47.7,36.3,30.0,40.3
2020-12-15 04:00:00-08:00,21696.0,44.0,51.0,47.0,36.0,30.0,40.0
2020-12-15 05:00:00-08:00,23304.0,42.7,50.7,47.0,36.0,30.7,40.3
2020-12-15 06:00:00-08:00,25244.0,41.3,50.3,47.0,36.0,31.3,40.7
2020-12-15 07:00:00-08:00,26232.0,40.0,50.0,47.0,36.0,32.0,41.0
2020-12-15 08:00:00-08:00,25895.0,42.0,53.3,47.7,36.0,30.7,41.3
2020-12-15 09:00:00-08:00,24886.0,44.0,56.7,48.3,36.0,29.3,41.7
2020-12-15 10:00:00-08:00,24032.0,46.0,60.0,49.0,36.0,28.0,42.0
2020-12-15 11:00:00-08:00,23568.0,48.3,61.3,49.7,35.7,28.7,41.7
2020-12-15 12:00:00-08:00,23539.0,50.7,62.7,50.3,35.3,29.3,41.3
2020-12-15 13:00:00-08:00,23582.0,53.0,64.0,51.0,35.0,30.0,41.0
2020-12-15 14:00:00-08:00,24080.0,53.7,63.3,51.3,35.3,32.7,42.3
2020-12-15 15:00:00-08:00,25097.0,54.3,62.7,51.7,35.7,35.3,43.7
2020-12-15 16:00:00-08:00,27100.0,56.0,63.0,54.0,36.0,38.0,45.0
2020-12-15 17:00:00-08:00,29218.0,53.7,61.7,53.0,36.7,39.0,45.0
2020-12-15 18:00:00-08:00,29329.0,51.3,60.3,52.0,37.3,40.0,45.0
2020-12-15 19:00:00-08:00,28685.0,49.0,59.0,51.0,38.0,41.0,45.0
2020-12-15 20:00:00-08:00,27799.0,48.3,58.3,50.7,36.7,36.7,44.7
2020-12-15 21:00:00-08:00,26502.0,47.7,57.7,50.3,35.3,32.3,44.3
2020-12-15 22:00:00-08:00,24654.0,47.0,57.0,50.0,34.0,28.0,44.0
2020-12-15 23:00:00-08:00,23134.0,46.0,56.0,50.0,34.0,27.3,44.0
2020-12-16 00:00:00-08:00,22120.0,45.0,55.0,50.0,34.0,26.7,44.0
2020-12-16 01:00:00-08:00,21430.0,44.0,54.0,50.0,34.0,26.0,44.0
2020-12-16 02:00:00-08:00,21100.0,43.3,52.7,49.3,34.0,26.7,43.0
2020-12-16 03:00:00-08:00,21143.0,42.7,51.3,48.7,34.0,27.3,42.0
2020-12-16 04:00:00-08:00,21862.0,42.0,50.0,48.0,34.0,28.0,41.0
2020-12-16 05:00:00-08:00,23497.0,41.0,50.0,48.3,34.3,28.0,42.0
2020-12-16 06:00:00-08:00,25492.0,40.0,50.0,48.7,34.7,28.0,43.0
2020-12-16 07:00:00-08:00,26593.0,39.0,50.0,49.0,35.0,28.0,44.0
2020-12-16 08:00:00-08:00,26219.0,41.7,53.7,50.0,35.0,27.0,44.0
2020-12-16 09:00:00-08:00,25107.0,44.3,57.3,51.0,35.0,26.0,44.0
2020-12-16 10:00:00-08:00,24039.0,47.0,61.0,52.0,35.0,25.0,44.0
2020-12-16 11:00:00-08:00,23248.0,49.7,62.3,52.7,36.3,27.0,44.3
2020-12-16 12:00:00-08:00,23045.0,52.3,63.7,53.3,37.7,29.0,44.7
2020-12-16 13:00:00-08:00,23380.0,55.0,65.0,54.0,39.0,31.0,45.0
2020-12-16 14:00:00-08:00,24185.0,55.3,63.7,54.3,38.3,35.3,45.3
2020-12-16 15:00:00-08:00,25323.0,55.7,62.3,54.7,37.7,39.7,45.7
2020-12-16 16:00:00-08:00,26991.0,57.0,63.0,54.0,37.0,44.0,46.0
2020-12-16 17:00:00-08:00,29118.0,54.7,61.7,54.0,38.7,45.3,46.7
2020-12-16 18:00:00-08:00,29172.0,52.3,60.3,54.0,40.3,46.7,47.3
2020-12-16 19:00:00-08:00,28515.0,50.0,59.0,54.0,42.0,48.0,48.0
2020-12-16 20:00:00-08:00,27628.0,49.3,58.3,53.7,39.3,46.0,48.0
2020-12-16 21:00:00-08:00,26366.0,48.7,57.7,53.3,36.7,44.0,48.0
2020-12-16 22:00:00-08:00,24707.0,48.0,57.0,53.0,34.0,42.0,48.0
2020-12-16 23:00:00-08:00,23190.0,47.3,56.3,52.7,33.7,41.3,48.0
2020-12-17 00:00:00-08:00,22124.0,46.7,55.7,52.3,33.3,40.7,48.0
2020-12-17 01:00:00-08:00,21281.0,46.0,55.0,52.0,33.0,40.0,48.0
2020-12-17 02:00:00-08:00,20762.0,45.3,54.0,51.7,33.7,40.3,48.7
2020-12-17 03:00:00-08:00,20752.0,44.7,53.0,51.3,34.3,40.7,49.3
2020-12-17 04:00:00-08:00,21371.0,44.0,52.0,51.0,35.0,41.0,50.0
2020-12-17 05:00:00-08:00,22711.0,44.3,52.7,51.3,36.3,43.3,49.7
2020-12-17 06:00:00-08:00,24431.0,44.7,53.3,51.7,37.7,45.7,49.3
2020-12-17 07:00:00-08:00,25602.0,45.0,54.0,52.0,39.0,48.0,49.0
2020-12-17 08:00:00-08:00,25766.0,47.7,55.7,52.7,39.0,45.7,48.3
2020-12-17 09:00:00-08:00,24978.0,50.3,57.3,53.3,39.0,43.3,47.7
2020-12-17 10:00:00-08:00,23911.0,53.0,59.0,54.0,39.0,41.0,47.0
2020-12-17 11:00:00-08:00,23357.0,54.0,59.7,54.3,38.3,42.0,46.3
2020-12-17 12:00:00-08:00,23258.0,55.0,60.3,54.7,37.7,43.0,45.7
2020-12-17 13:00:00-08:00,23500.0,56.0,61.0,55.0,37.0,44.0,45.0
2020-12-17 14:00:00-08:00,24101.0,56.0,61.0,54.7,38.3,44.3,44.7
2020-12-17 15:00:00-08:00,25081.0,56.0,61.0,54.3,39.7,44.7,44.3
2020-12-17 16:00:00-08:00,26836.0,56.0,60.0,56.0,41.0,45.0,44.0
2020-12-17 17:00:00-08:00,28877.0,53.3,59.7,55.0,41.0,44.0,44.3
2020-12-17 18:00:00-08:00,28934.0,50.7,59.3,54.0,41.0,43.0,44.7
2020-12-17 19:00:00-08:00,28311.0,48.0,59.0,53.0,41.0,42.0,45.0
2020-12-17 20:00:00-08:00,27457.0,47.0,58.3,52.3,40.3,43.3,44.3
2020-12-17 21:00:00-08:00,26323.0,46.0,57.7,51.7,39.7,44.7,43.7
2020-12-17 22:00:00-08:00,24520.0,45.0,57.0,51.0,39.0,46.0,43.0
2020-12-17 23:00:00-08:00,22889.0,44.0,56.3,50.7,39.0,45.3,42.7
2020-12-18 00:00:00-08:00,21948.0,43.0,55.7,50.3,39.0,44.7,42.3
2020-12-18 01:00:00-08:00,21250.0,42.0,55.0,50.0,39.0,44.0,42.0
