interval_start_time,CAISO_system_load,temp_forecast_dayahead_bakersfield,temp_forecast_dayahead_los_angeles,temp_forecast_dayahead_san_francisco,dewpoint_forecast_dayahead_bakersfield,dewpoint_forecast_dayahead_los_angeles,dewpoint_forecast_dayahead_san_francisco
2020-01-01 00:00:00-08:00,21599.0,45.7,56.0,51.0,42.3,32.3,48.0
2020-01-01 01:00:00-08:00,20879.0,45.0,55.0,51.0,42.0,33.0,48.0
2020-01-01 02:00:00-08:00,20351.0,44.3,54.0,50.7,41.3,33.0,48.0
2020-01-01 03:00:00-08:00,20064.0,43.7,53.0,50.3,40.7,33.0,48.0
2020-01-01 04:00:00-08:00,20016.0,43.0,52.0,50.0,40.0,33.0,48.0
2020-01-01 05:00:00-08:00,20342.0,42.0,52.0,50.3,40.0,34.0,48.0
2020-01-01 06:00:00-08:00,20734.0,41.0,52.0,50.7,40.0,35.0,48.0
2020-01-01 07:00:00-08:00,20725.0,40.0,52.0,51.0,40.0,36.0,48.0
2020-01-01 08:00:00-08:00,20446.0,41.7,54.7,51.7,40.0,35.7,48.7
2020-01-01 09:00:00-08:00,19853.0,43.3,57.3,52.3,40.0,35.3,49.3
2020-01-01 10:00:00-08:00,19277.0,45.0,60.0,53.0,40.0,35.0,50.0
2020-01-01 11:00:00-08:00,18946.0,47.3,61.0,53.7,40.7,37.0,50.0
2020-01-01 12:00:00-08:00,18821.0,49.7,62.0,54.3,41.3,39.0,50.0
2020-01-01 13:00:00-08:00,19158.0,52.0,63.0,55.0,42.0,41.0,50.0
2020-01-01 14:00:00-08:00,20181.0,52.3,62.0,55.0,43.0,44.0,50.7
2020-01-01 15:00:00-08:00,21302.0,52.7,61.0,55.0,44.0,47.0,51.3
2020-01-01 16:00:00-08:00,22778.0,55.0,62.0,56.0,45.0,50.0,52.0
2020-01-01 17:00:00-08:00,24688.0,53.3,61.0,55.3,45.3,50.0,52.0
2020-01-01 18:00:00-08:00,24972.0,51.7,60.0,54.7,45.7,50.0,52.0
2020-01-01 19:00:00-08:00,24748.0,50.0,59.0,54.0,46.0,50.0,52.0
2020-01-01 20:00:00-08:00,24206.0,49.7,59.0,53.7,45.3,50.3,51.7
2020-01-01 21:00:00-08:00,23246.0,49.3,59.0,53.3,44.7,50.7,51.3
2020-01-01 22:00:00-08:00,21926.0,49.0,59.0,53.0,44.0,51.0,51.0
2020-01-01 23:00:00-08:00,20721.0,48.0,58.0,53.0,44.0,51.3,50.3
2020-01-02 00:00:00-08:00,19951.0,47.0,57.0,53.0,44.0,51.7,49.7
2020-01-02 01:00:00-08:00,19424.0,46.0,56.0,53.0,44.0,52.0,49.0
2020-01-02 02:00:00-08:00,19117.0,45.7,55.3,52.3,42.7,51.3,48.7
2020-01-02 03:00:00-08:00,19234.0,45.3,54.7,51.7,41.3,50.7,48.3
2020-01-02 04:00:00-08:00,19993.0,45.0,54.0,51.0,40.0,50.0,48.0
2020-01-02 05:00:00-08:00,21295.0,44.3,53.3,51.0,41.0,50.0,47.7
2020-01-02 06:00:00-08:00,23122.0,43.7,52.7,51.0,42.0,50.0,47.3
2020-01-02 07:00:00-08:00,24141.0,43.0,52.0,51.0,43.0,50.0,47.0
2020-01-02 08:00:00-08:00,24369.0,45.0,53.3,52.0,42.3,49.0,46.7
2020-01-02 09:00:00-08:00,23644.0,47.0,54.7,53.0,41.7,48.0,46.3
2020-01-02 10:00:00-08:00,22753.0,49.0,56.0,54.0,41.0,47.0,46.0
2020-01-02 11:00:00-08:00,22630.0,51.3,57.7,55.0,41.3,47.0,45.7
2020-01-02 12:00:00-08:00,22578.0,53.7,59.3,56.0,41.7,47.0,45.3
2020-01-02 13:00:00-08:00,22717.0,56.0,61.0,57.0,42.0,47.0,45.0
2020-01-02 14:00:00-08:00,23255.0,56.3,60.3,56.7,43.0,48.7,45.7
2020-01-02 15:00:00-08:00,23685.0,56.7,59.7,56.3,44.0,50.3,46.3
2020-01-02 16:00:00-08:00,26749.0,56.0,62.0,54.0,45.0,52.0,47.0
2020-01-02 17:00:00-08:00,27355.0,54.3,61.0,53.3,44.7,52.0,47.0
2020-01-02 18:00:00-08:00,27473.0,52.7,60.0,52.7,44.3,52.0,47.0
2020-01-02 19:00:00-08:00,26985.0,51.0,59.0,52.0,44.0,52.0,47.0
2020-01-02 20:00:00-08:00,26192.0,50.3,58.7,51.7,44.0,52.3,47.0
2020-01-02 21:00:00-08:00,25044.0,49.7,58.3,51.3,44.0,52.7,47.0
2020-01-02 22:00:00-08:00,23480.0,49.0,58.0,51.0,44.0,53.0,47.0
2020-01-02 23:00:00-08:00,21952.0,48.0,57.3,51.0,44.0,52.0,46.7
2020-01-03 00:00:00-08:00,20827.0,47.0,56.7,51.0,44.0,51.0,46.3
2020-01-03 01:00:00-08:00,20065.0,46.0,56.0,51.0,44.0,50.0,46.0
2020-01-03 02:00:00-08:00,19736.0,45.3,55.3,50.3,42.7,49.0,45.0
2020-01-03 03:00:00-08:00,19815.0,44.7,54.7,49.7,41.3,48.0,44.0
2020-01-03 04:00:00-08:00,20547.0,44.0,54.0,49.0,40.0,47.0,43.0
2020-01-03 05:00:00-08:00,22035.0,42.7,53.7,49.0,40.3,46.3,43.7
2020-01-03 06:00:00-08:00,23793.0,41.3,53.3,49.0,40.7,45.7,44.3
2020-01-03 07:00:00-08:00,24531.0,40.0,53.0,49.0,41.0,45.0,45.0
2020-01-03 08:00:00-08:00,24215.0,42.0,56.0,50.3,41.0,44.0,46.0
2020-01-03 09:00:00-08:00,23385.0,44.0,59.0,51.7,41.0,43.0,47.0
2020-01-03 10:00:00-08:00,22689.0,46.0,62.0,53.0,41.0,42.0,48.0
2020-01-03 11:00:00-08:00,22336.0,48.7,63.0,53.7,42.7,43.0,48.3
2020-01-03 12:00:00-08:00,22090.0,51.3,64.0,54.3,44.3,44.0,48.7
2020-01-03 13:00:00-08:00,22220.0,54.0,65.0,55.0,46.0,45.0,49.0
2020-01-03 14:00:00-08:00,22613.0,54.7,64.0,54.7,47.0,48.3,49.0
2020-01-03 15:00:00-08:00,23518.0,55.3,63.0,54.3,48.0,51.7,49.0
2020-01-03 16:00:00-08:00,25206.0,58.0,63.0,54.0,49.0,55.0,49.0
2020-01-03 17:00:00-08:00,26961.0,56.0,62.0,53.7,49.7,56.0,49.3
2020-01-03 18:00:00-08:00,26975.0,54.0,61.0,53.3,50.3,57.0,49.7
2020-01-03 19:00:00-08:00,26460.0,52.0,60.0,53.0,51.0,58.0,50.0
2020-01-03 20:00:00-08:00,25797.0,51.0,59.3,53.0,49.0,56.3,48.7
2020-01-03 21:00:00-08:00,24850.0,50.0,58.7,53.0,47.0,54.7,47.3
2020-01-03 22:00:00-08:00,23441.0,49.0,58.0,53.0,45.0,53.0,46.0
2020-01-03 23:00:00-08:00,22026.0,48.0,57.3,52.7,44.3,53.0,46.0
2020-01-04 00:00:00-08:00,20950.0,47.0,56.7,52.3,43.7,53.0,46.0
2020-01-04 01:00:00-08:00,20145.0,46.0,56.0,52.0,43.0,53.0,46.0
2020-01-04 02:00:00-08:00,19673.0,45.3,55.3,51.7,42.0,50.7,45.3
2020-01-04 03:00:00-08:00,19538.0,44.7,54.7,51.3,41.0,48.3,44.7
2020-01-04 04:00:00-08:00,19825.0,44.0,54.0,51.0,40.0,46.0,44.0
2020-01-04 05:00:00-08:00,20515.0,43.3,53.3,51.3,40.3,46.3,45.0
2020-01-04 06:00:00-08:00,21407.0,42.7,52.7,51.7,40.7,46.7,46.0
2020-01-04 07:00:00-08:00,21784.0,42.0,52.0,52.0,41.0,47.0,47.0
2020-01-04 08:00:00-08:00,21621.0,45.0,53.7,52.7,41.7,46.3,47.0
2020-01-04 09:00:00-08:00,21007.0,48.0,55.3,53.3,42.3,45.7,47.0
2020-01-04 10:00:00-08:00,20480.0,51.0,57.0,54.0,43.0,45.0,47.0
2020-01-04 11:00:00-08:00,19981.0,53.3,58.0,54.3,43.7,46.0,46.7
2020-01-04 12:00:00-08:00,19889.0,55.7,59.0,54.7,44.3,47.0,46.3
2020-01-04 13:00:00-08:00,20281.0,58.0,60.0,55.0,45.0,48.0,46.0
2020-01-04 14:00:00-08:00,20699.0,58.0,59.3,54.7,44.0,50.3,46.7
2020-01-04 15:00:00-08:00,21575.0,58.0,58.7,54.3,43.0,52.7,47.3
2020-01-04 16:00:00-08:00,23256.0,58.0,59.0,52.0,42.0,55.0,48.0
2020-01-04 17:00:00-08:00,25239.0,55.7,58.0,51.7,43.0,55.3,48.0
2020-01-04 18:00:00-08:00,25423.0,53.3,57.0,51.3,44.0,55.7,48.0
2020-01-04 19:00:00-08:00,24981.0,51.0,56.0,51.0,45.0,56.0,48.0
2020-01-04 20:00:00-08:00,24579.0,50.3,56.0,51.0,43.0,54.7,47.0
2020-01-04 21:00:00-08:00,23808.0,49.7,56.0,51.0,41.0,53.3,46.0
2020-01-04 22:00:00-08:00,22589.0,49.0,56.0,51.0,39.0,52.0,45.0
2020-01-04 23:00:00-08:00,21388.0,48.3,55.7,51.0,38.7,51.7,44.3
2020-01-05 00:00:00-08:00,20364.0,47.7,55.3,51.0,38.3,51.3,43.7
2020-01-05 01:00:00-08:00,19675.0,47.0,55.0,51.0,38.0,51.0,43.0
2020-01-05 02:00:00-08:00,19466.0,46.3,54.3,50.3,38.7,50.0,43.0
2020-01-05 03:00:00-08:00,19300.0,45.7,53.7,49.7,39.3,49.0,43.0
2020-01-05 04:00:00-08:00,19493.0,45.0,53.0,49.0,40.0,48.0,43.0
2020-01-05 05:00:00-08:00,19968.0,44.3,52.3,49.0,40.3,47.3,43.0
2020-01-05 06:00:00-08:00,20485.0,43.7,51.7,49.0,40.7,46.7,43.0
2020-01-05 07:00:00-08:00,20867.0,43.0,51.0,49.0,41.0,46.0,43.0
2020-01-05 08:00:00-08:00,20808.0,43.7,52.7,50.0,42.0,44.3,42.3
2020-01-05 09:00:00-08:00,20346.0,44.3,54.3,51.0,43.0,42.7,41.7
2020-01-05 10:00:00-08:00,19895.0,45.0,56.0,52.0,44.0,41.0,41.0
2020-01-05 11:00:00-08:00,19500.0,46.0,57.0,52.7,44.7,41.3,41.3
2020-01-05 12:00:00-08:00,19416.0,47.0,58.0,53.3,45.3,41.7,41.7
2020-01-05 13:00:00-08:00,19569.0,48.0,59.0,54.0,46.0,42.0,42.0
2020-01-05 14:00:00-08:00,20016.0,48.3,58.7,54.0,45.7,43.7,42.7
2020-01-05 15:00:00-08:00,21118.0,48.7,58.3,54.0,45.3,45.3,43.3
2020-01-05 16:00:00-08:00,23200.0,49.0,58.0,54.0,45.0,47.0,44.0
2020-01-05 17:00:00-08:00,25485.0,48.0,57.3,52.7,44.7,45.7,44.7
2020-01-05 18:00:00-08:00,25906.0,47.0,56.7,51.3,44.3,44.3,45.3
2020-01-05 19:00:00-08:00,25592.0,46.0,56.0,50.0,44.0,43.0,46.0
2020-01-05 20:00:00-08:00,24957.0,46.0,56.0,50.0,43.7,44.3,45.7
2020-01-05 21:00:00-08:00,23894.0,46.0,56.0,50.0,43.3,45.7,45.3
2020-01-05 22:00:00-08:00,22334.0,46.0,56.0,50.0,43.0,47.0,45.0
2020-01-05 23:00:00-08:00,20952.0,45.0,55.7,49.7,42.7,45.7,44.3
2020-01-06 00:00:00-08:00,20095.0,44.0,55.3,49.3,42.3,44.3,43.7
2020-01-06 01:00:00-08:00,19540.0,43.0,55.0,49.0,42.0,43.0,43.0
2020-01-06 02:00:00-08:00,19264.0,42.3,54.3,48.3,41.0,41.0,42.7
2020-01-06 03:00:00-08:00,19390.0,41.7,53.7,47.7,40.0,39.0,42.3
2020-01-06 04:00:00-08:00,20298.0,41.0,53.0,47.0,39.0,37.0,42.0
2020-01-06 05:00:00-08:00,22147.0,39.7,52.7,47.0,38.7,34.7,41.7
2020-01-06 06:00:00-08:00,24487.0,38.3,52.3,47.0,38.3,32.3,41.3
2020-01-06 07:00:00-08:00,25481.0,37.0,52.0,47.0,38.0,30.0,41.0
2020-01-06 08:00:00-08:00,24872.0,38.3,55.7,47.7,39.0,29.3,41.0
2020-01-06 09:00:00-08:00,23690.0,39.7,59.3,48.3,40.0,28.7,41.0
2020-01-06 10:00:00-08:00,22848.0,41.0,63.0,49.0,41.0,28.0,41.0
2020-01-06 11:00:00-08:00,22539.0,43.3,64.7,50.0,42.0,27.7,41.0
2020-01-06 12:00:00-08:00,22491.0,45.7,66.3,51.0,43.0,27.3,41.0
2020-01-06 13:00:00-08:00,22447.0,48.0,68.0,52.0,44.0,27.0,41.0
2020-01-06 14:00:00-08:00,22647.0,49.0,66.7,51.7,43.7,30.0,42.0
2020-01-06 15:00:00-08:00,23770.0,50.0,65.3,51.3,43.3,33.0,43.0
2020-01-06 16:00:00-08:00,25636.0,52.0,66.0,52.0,43.0,36.0,44.0
2020-01-06 17:00:00-08:00,27575.0,50.3,64.0,51.0,43.0,37.0,44.0
2020-01-06 18:00:00-08:00,27712.0,48.7,62.0,50.0,43.0,38.0,44.0
2020-01-06 19:00:00-08:00,27146.0,47.0,60.0,49.0,43.0,39.0,44.0
2020-01-06 20:00:00-08:00,26271.0,46.7,59.3,48.7,41.7,33.7,42.7
2020-01-06 21:00:00-08:00,24887.0,46.3,58.7,48.3,40.3,28.3,41.3
2020-01-06 22:00:00-08:00,23099.0,46.0,58.0,48.0,39.0,23.0,40.0
2020-01-06 23:00:00-08:00,21553.0,45.0,57.3,48.0,38.7,23.0,40.0
2020-01-07 00:00:00-08:00,20591.0,44.0,56.7,48.0,38.3,23.0,40.0
2020-01-07 01:00:00-08:00,19951.0,43.0,56.0,48.0,38.0,23.0,40.0
2020-01-07 02:00:00-08:00,19641.0,42.3,55.0,47.3,37.0,22.3,40.0
2020-01-07 03:00:00-08:00,19766.0,41.7,54.0,46.7,36.0,21.7,40.0
2020-01-07 04:00:00-08:00,20666.0,41.0,53.0,46.0,35.0,21.0,40.0
2020-01-07 05:00:00-08:00,22584.0,39.3,52.7,46.3,35.3,21.7,40.7
2020-01-07 06:00:00-08:00,24903.0,37.7,52.3,46.7,35.7,22.3,41.3
2020-01-07 07:00:00-08:00,25824.0,36.0,52.0,47.0,36.0,23.0,42.0
2020-01-07 08:00:00-08:00,25282.0,37.3,55.0,48.3,37.7,23.7,42.3
2020-01-07 09:00:00-08:00,24411.0,38.7,58.0,49.7,39.3,24.3,42.7
2020-01-07 10:00:00-08:00,23633.0,40.0,61.0,51.0,41.0,25.0,43.0
2020-01-07 11:00:00-08:00,23110.0,43.3,62.3,51.7,42.7,26.3,43.0
2020-01-07 12:00:00-08:00,23024.0,46.7,63.7,52.3,44.3,27.7,43.0
2020-01-07 13:00:00-08:00,23160.0,50.0,65.0,53.0,46.0,29.0,43.0
2020-01-07 14:00:00-08:00,23496.0,50.7,63.3,52.7,45.3,32.7,44.3
2020-01-07 15:00:00-08:00,24354.0,51.3,61.7,52.3,44.7,36.3,45.7
2020-01-07 16:00:00-08:00,25910.0,54.0,65.0,53.0,44.0,40.0,47.0
2020-01-07 17:00:00-08:00,27781.0,51.3,63.3,52.3,44.3,42.3,47.3
2020-01-07 18:00:00-08:00,27950.0,48.7,61.7,51.7,44.7,44.7,47.7
2020-01-07 19:00:00-08:00,27422.0,46.0,60.0,51.0,45.0,47.0,48.0
2020-01-07 20:00:00-08:00,26529.0,45.3,59.3,50.7,43.3,47.0,47.3
2020-01-07 21:00:00-08:00,25110.0,44.7,58.7,50.3,41.7,47.0,46.7
2020-01-07 22:00:00-08:00,23268.0,44.0,58.0,50.0,40.0,47.0,46.0
2020-01-07 23:00:00-08:00,21654.0,43.3,57.3,50.0,39.7,46.7,46.0
2020-01-08 00:00:00-08:00,20640.0,42.7,56.7,50.0,39.3,46.3,46.0
2020-01-08 01:00:00-08:00,19991.0,42.0,56.0,50.0,39.0,46.0,46.0
2020-01-08 02:00:00-08:00,19659.0,41.7,55.3,49.7,39.7,45.7,46.3
2020-01-08 03:00:00-08:00,19740.0,41.3,54.7,49.3,40.3,45.3,46.7
2020-01-08 04:00:00-08:00,20552.0,41.0,54.0,49.0,41.0,45.0,47.0
2020-01-08 05:00:00-08:00,22366.0,40.7,53.3,49.3,41.3,45.0,46.7
2020-01-08 06:00:00-08:00,24661.0,40.3,52.7,49.7,41.7,45.0,46.3
2020-01-08 07:00:00-08:00,25708.0,40.0,52.0,50.0,42.0,45.0,46.0
2020-01-08 08:00:00-08:00,25371.0,42.0,54.0,51.3,41.7,46.3,45.7
2020-01-08 09:00:00-08:00,24853.0,44.0,56.0,52.7,41.3,47.7,45.3
2020-01-08 10:00:00-08:00,24408.0,46.0,58.0,54.0,41.0,49.0,45.0
2020-01-08 11:00:00-08:00,23796.0,47.7,59.7,54.7,41.0,47.7,45.0
2020-01-08 12:00:00-08:00,23238.0,49.3,61.3,55.3,41.0,46.3,45.0
2020-01-08 13:00:00-08:00,23035.0,51.0,63.0,56.0,41.0,45.0,45.0
2020-01-08 14:00:00-08:00,23326.0,51.3,62.0,56.3,41.0,46.0,45.3
2020-01-08 15:00:00-08:00,24299.0,51.7,61.0,56.7,41.0,47.0,45.7
2020-01-08 16:00:00-08:00,25835.0,51.0,61.0,55.0,41.0,48.0,46.0
2020-01-08 17:00:00-08:00,27493.0,49.3,60.3,54.3,41.3,47.3,46.3
2020-01-08 18:00:00-08:00,27685.0,47.7,59.7,53.7,41.7,46.7,46.7
2020-01-08 19:00:00-08:00,27334.0,46.0,59.0,53.0,42.0,46.0,47.0
2020-01-08 20:00:00-08:00,26737.0,45.3,58.7,52.7,41.3,46.0,46.0
2020-01-08 21:00:00-08:00,25606.0,44.7,58.3,52.3,40.7,46.0,45.0
2020-01-08 22:00:00-08:00,23768.0,44.0,58.0,52.0,40.0,46.0,44.0
2020-01-08 23:00:00-08:00,21861.0,43.7,57.7,51.3,39.7,45.3,44.3
2020-01-09 00:00:00-08:00,20783.0,43.3,57.3,50.7,39.3,44.7,44.7
2020-01-09 01:00:00-08:00,20058.0,43.0,57.0,50.0,39.0,44.0,45.0
2020-01-09 02:00:00-08:00,19718.0,42.7,56.0,49.3,39.7,44.3,45.0
2020-01-09 03:00:00-08:00,19832.0,42.3,55.0,48.7,40.3,44.7,45.0
2020-01-09 04:00:00-08:00,20651.0,42.0,54.0,48.0,41.0,45.0,45.0
2020-01-09 05:00:00-08:00,22432.0,41.7,53.3,48.7,41.0,45.0,45.3
2020-01-09 06:00:00-08:00,24616.0,41.3,52.7,49.3,41.0,45.0,45.7
2020-01-09 07:00:00-08:00,25756.0,41.0,52.0,50.0,41.0,45.0,46.0
2020-01-09 08:00:00-08:00,25523.0,42.7,53.7,50.3,41.0,44.3,45.7
2020-01-09 09:00:00-08:00,25115.0,44.3,55.3,50.7,41.0,43.7,45.3
2020-01-09 10:00:00-08:00,24608.0,46.0,57.0,51.0,41.0,43.0,45.0
2020-01-09 11:00:00-08:00,24004.0,47.3,57.0,51.7,41.0,43.3,44.7
2020-01-09 12:00:00-08:00,23653.0,48.7,57.0,52.3,41.0,43.7,44.3
2020-01-09 13:00:00-08:00,23749.0,50.0,57.0,53.0,41.0,44.0,44.0
2020-01-09 14:00:00-08:00,23799.0,50.3,57.7,52.7,41.3,43.0,44.3
2020-01-09 15:00:00-08:00,24497.0,50.7,58.3,52.3,41.7,42.0,44.7
2020-01-09 16:00:00-08:00,25944.0,51.0,60.0,53.0,42.0,41.0,45.0
2020-01-09 17:00:00-08:00,27829.0,49.3,59.3,52.3,42.0,40.3,45.0
2020-01-09 18:00:00-08:00,28142.0,47.7,58.7,51.7,42.0,39.7,45.0
2020-01-09 19:00:00-08:00,27685.0,46.0,58.0,51.0,42.0,39.0,45.0
2020-01-09 20:00:00-08:00,26898.0,45.3,57.3,50.3,42.0,37.3,43.7
2020-01-09 21:00:00-08:00,25582.0,44.7,56.7,49.7,42.0,35.7,42.3
2020-01-09 22:00:00-08:00,23820.0,44.0,56.0,49.0,42.0,34.0,41.0
2020-01-09 23:00:00-08:00,22275.0,43.3,55.0,48.7,42.0,35.0,40.7
2020-01-10 00:00:00-08:00,21296.0,42.7,54.0,48.3,42.0,36.0,40.3
2020-01-10 01:00:00-08:00,20642.0,42.0,53.0,48.0,42.0,37.0,40.0
2020-01-10 02:00:00-08:00,20575.0,41.7,52.0,47.3,41.7,35.7,40.3
2020-01-10 03:00:00-08:00,20603.0,41.3,51.0,46.7,41.3,34.3,40.7
2020-01-10 04:00:00-08:00,21223.0,41.0,50.0,46.0,41.0,33.0,41.0
2020-01-10 05:00:00-08:00,23068.0,39.7,49.7,46.3,40.3,34.0,41.3
2020-01-10 06:00:00-08:00,25403.0,38.3,49.3,46.7,39.7,35.0,41.7
2020-01-10 07:00:00-08:00,26297.0,37.0,49.0,47.0,39.0,36.0,42.0
2020-01-10 08:00:00-08:00,25525.0,39.0,51.7,48.3,40.3,38.0,41.3
2020-01-10 09:00:00-08:00,24187.0,41.0,54.3,49.7,41.7,40.0,40.7
2020-01-10 10:00:00-08:00,22993.0,43.0,57.0,51.0,43.0,42.0,40.0
2020-01-10 11:00:00-08:00,22155.0,45.7,58.7,52.0,43.0,42.0,40.3
2020-01-10 12:00:00-08:00,21735.0,48.3,60.3,53.0,43.0,42.0,40.7
2020-01-10 13:00:00-08:00,21900.0,51.0,62.0,54.0,43.0,42.0,41.0
2020-01-10 14:00:00-08:00,22204.0,51.7,61.0,53.7,42.3,44.0,43.0
2020-01-10 15:00:00-08:00,23238.0,52.3,60.0,53.3,41.7,46.0,45.0
2020-01-10 16:00:00-08:00,25105.0,54.0,60.0,51.0,41.0,48.0,47.0
2020-01-10 17:00:00-08:00,27129.0,51.7,59.0,50.7,41.0,48.3,47.0
2020-01-10 18:00:00-08:00,27306.0,49.3,58.0,50.3,41.0,48.7,47.0
2020-01-10 19:00:00-08:00,26812.0,47.0,57.0,50.0,41.0,49.0,47.0
2020-01-10 20:00:00-08:00,26144.0,46.7,56.7,49.7,40.3,47.7,46.0
2020-01-10 21:00:00-08:00,25101.0,46.3,56.3,49.3,39.7,46.3,45.0
2020-01-10 22:00:00-08:00,23638.0,46.0,56.0,49.0,39.0,45.0,44.0
2020-01-10 23:00:00-08:00,22127.0,44.7,55.0,48.7,38.7,44.7,44.3
2020-01-11 00:00:00-08:00,20996.0,43.3,54.0,48.3,38.3,44.3,44.7
2020-01-11 01:00:00-08:00,20219.0,42.0,53.0,48.0,38.0,44.0,45.0
2020-01-11 02:00:00-08:00,19720.0,41.7,52.0,47.7,37.7,43.7,44.7
2020-01-11 03:00:00-08:00,19575.0,41.3,51.0,47.3,37.3,43.3,44.3
2020-01-11 04:00:00-08:00,19856.0,41.0,50.0,47.0,37.0,43.0,44.0
2020-01-11 05:00:00-08:00,20670.0,40.3,50.3,47.7,37.3,43.7,44.3
2020-01-11 06:00:00-08:00,21732.0,39.7,50.7,48.3,37.7,44.3,44.7
2020-01-11 07:00:00-08:00,22222.0,39.0,51.0,49.0,38.0,45.0,45.0
2020-01-11 08:00:00-08:00,22078.0,41.3,53.0,50.0,38.0,44.0,44.3
2020-01-11 09:00:00-08:00,21550.0,43.7,55.0,51.0,38.0,43.0,43.7
2020-01-11 10:00:00-08:00,20838.0,46.0,57.0,52.0,38.0,42.0,43.0
2020-01-11 11:00:00-08:00,20237.0,47.7,58.7,52.7,38.0,42.0,42.7
2020-01-11 12:00:00-08:00,19874.0,49.3,60.3,53.3,38.0,42.0,42.3
2020-01-11 13:00:00-08:00,19956.0,51.0,62.0,54.0,38.0,42.0,42.0
2020-01-11 14:00:00-08:00,20548.0,51.3,61.3,53.3,39.7,43.7,42.3
2020-01-11 15:00:00-08:00,21465.0,51.7,60.7,52.7,41.3,45.3,42.7
2020-01-11 16:00:00-08:00,23070.0,53.0,59.0,53.0,43.0,47.0,43.0
2020-01-11 17:00:00-08:00,25175.0,51.0,58.3,52.0,43.0,46.3,43.3
2020-01-11 18:00:00-08:00,25538.0,49.0,57.7,51.0,43.0,45.7,43.7
2020-01-11 19:00:00-08:00,25182.0,47.0,57.0,50.0,43.0,45.0,44.0
2020-01-11 20:00:00-08:00,24610.0,46.3,56.7,49.7,42.7,45.3,43.0
2020-01-11 21:00:00-08:00,23751.0,45.7,56.3,49.3,42.3,45.7,42.0
2020-01-11 22:00:00-08:00,22510.0,45.0,56.0,49.0,42.0,46.0,41.0
2020-01-11 23:00:00-08:00,21283.0,44.3,55.3,48.7,41.7,45.7,40.7
2020-01-12 00:00:00-08:00,20443.0,43.7,54.7,48.3,41.3,45.3,40.3
2020-01-12 01:00:00-08:00,20004.0,43.0,54.0,48.0,41.0,45.0,40.0
2020-01-12 02:00:00-08:00,19583.0,42.7,53.0,47.3,41.0,44.7,40.0
2020-01-12 03:00:00-08:00,19421.0,42.3,52.0,46.7,41.0,44.3,40.0
2020-01-12 04:00:00-08:00,19643.0,42.0,51.0,46.0,41.0,44.0,40.0
2020-01-12 05:00:00-08:00,20253.0,40.7,50.3,46.7,40.3,43.0,40.3
2020-01-12 06:00:00-08:00,21068.0,39.3,49.7,47.3,39.7,42.0,40.7
2020-01-12 07:00:00-08:00,21423.0,38.0,49.0,48.0,39.0,41.0,41.0
2020-01-12 08:00:00-08:00,21243.0,39.3,50.3,49.7,39.0,42.7,40.3
2020-01-12 09:00:00-08:00,20787.0,40.7,51.7,51.3,39.0,44.3,39.7
2020-01-12 10:00:00-08:00,20176.0,42.0,53.0,53.0,39.0,46.0,39.0
2020-01-12 11:00:00-08:00,19412.0,44.3,54.3,53.7,39.3,46.3,39.3
2020-01-12 12:00:00-08:00,19500.0,46.7,55.7,54.3,39.7,46.7,39.7
2020-01-12 13:00:00-08:00,19899.0,49.0,57.0,55.0,40.0,47.0,40.0
2020-01-12 14:00:00-08:00,20329.0,49.7,56.3,55.0,40.3,47.0,41.3
2020-01-12 15:00:00-08:00,21227.0,50.3,55.7,55.0,40.7,47.0,42.7
2020-01-12 16:00:00-08:00,23263.0,52.0,56.0,55.0,41.0,47.0,44.0
2020-01-12 17:00:00-08:00,25533.0,50.3,55.3,54.3,41.3,47.0,44.7
2020-01-12 18:00:00-08:00,26011.0,48.7,54.7,53.7,41.7,47.0,45.3
2020-01-12 19:00:00-08:00,25721.0,47.0,54.0,53.0,42.0,47.0,46.0
2020-01-12 20:00:00-08:00,25012.0,46.0,53.7,52.7,40.7,47.0,45.0
2020-01-12 21:00:00-08:00,23791.0,45.0,53.3,52.3,39.3,47.0,44.0
2020-01-12 22:00:00-08:00,22169.0,44.0,53.0,52.0,38.0,47.0,43.0
2020-01-12 23:00:00-08:00,20766.0,43.0,52.7,51.3,38.0,46.7,43.0
2020-01-13 00:00:00-08:00,19936.0,42.0,52.3,50.7,38.0,46.3,43.0
2020-01-13 01:00:00-08:00,19508.0,41.0,52.0,50.0,38.0,46.0,43.0
2020-01-13 02:00:00-08:00,19478.0,40.7,51.7,49.3,38.0,45.7,43.3
2020-01-13 03:00:00-08:00,19717.0,40.3,51.3,48.7,38.0,45.3,43.7
2020-01-13 04:00:00-08:00,20677.0,40.0,51.0,48.0,38.0,45.0,44.0
2020-01-13 05:00:00-08:00,22466.0,39.7,50.3,48.3,38.0,44.0,44.0
2020-01-13 06:00:00-08:00,24973.0,39.3,49.7,48.7,38.0,43.0,44.0
2020-01-13 07:00:00-08:00,26015.0,39.0,49.0,49.0,38.0,42.0,44.0
2020-01-13 08:00:00-08:00,25275.0,41.3,50.3,50.7,38.0,43.3,43.7
2020-01-13 09:00:00-08:00,23995.0,43.7,51.7,52.3,38.0,44.7,43.3
2020-01-13 10:00:00-08:00,23044.0,46.0,53.0,54.0,38.0,46.0,43.0
2020-01-13 11:00:00-08:00,22504.0,48.3,54.7,54.7,37.7,45.7,43.3
2020-01-13 12:00:00-08:00,22587.0,50.7,56.3,55.3,37.3,45.3,43.7
