Date,Open,High,Low,Close,Adj Close,Volume
2016-01-19,513.599976,518.775024,513.150024,517.900024,498.676544,3202606
2016-01-20,512.500000,554.000000,503.950012,509.149994,490.251312,4781794
2016-01-21,510.500000,516.625000,506.700012,511.500000,492.514069,3150402
2016-01-22,512.849976,522.125000,511.024994,515.150024,496.028625,2118142
2016-01-25,519.974976,523.349976,516.525024,520.575012,501.252258,5071942
2016-01-27,524.224976,524.349976,516.500000,517.825012,498.604340,2019734
2016-01-28,519.500000,523.450012,515.000000,515.849976,496.702606,4975986
2016-01-29,517.599976,527.474976,517.599976,524.924988,505.440735,2680092
2016-02-01,529.000000,533.500000,526.849976,529.875000,510.207001,2304742
2016-02-02,532.500000,532.625000,525.099976,526.900024,507.342468,3264314
2016-02-03,522.250000,525.700012,521.000000,521.924988,502.552094,2425122
2016-02-04,524.000000,527.450012,522.775024,524.599976,505.127747,2837996
2016-02-05,526.400024,531.900024,522.799988,527.625000,508.040588,3761952
2016-02-08,527.500000,529.000000,515.150024,517.924988,498.700562,1740962
2016-02-09,513.349976,515.775024,510.325012,513.025024,493.982513,2767730
2016-02-10,511.950012,515.075012,505.049988,506.475006,487.675598,3841140
2016-02-11,505.000000,506.500000,484.100006,487.649994,469.549347,4401800
2016-02-12,489.500000,493.225006,483.000000,485.700012,467.671722,6271072
2016-02-15,490.000000,494.125000,485.549988,486.799988,468.730896,5456480
2016-02-16,490.750000,491.000000,481.000000,486.725006,468.658691,3568048
2016-02-17,488.450012,489.950012,479.500000,487.450012,469.356781,3751962
2016-02-18,493.000000,495.625000,488.500000,494.725006,476.361755,3399928
2016-02-19,494.375000,496.299988,486.750000,494.649994,476.289490,1664330
2016-02-22,491.500000,498.000000,491.500000,494.375000,476.024719,2001198
2016-02-23,492.450012,492.750000,483.000000,485.024994,467.021759,3039160
2016-02-24,480.000000,481.450012,473.200012,474.799988,457.176300,3231734
2016-02-25,477.000000,478.625000,469.100006,471.325012,453.830322,4231598
2016-02-26,475.000000,485.500000,472.500000,480.500000,462.664764,3104694
2016-02-29,480.549988,491.299988,464.000000,485.924988,467.888367,4406376
2016-03-01,487.475006,493.375000,485.924988,492.075012,473.810120,2161280
2016-03-02,499.000000,505.450012,497.500000,503.600006,484.907318,3179488
2016-03-03,505.375000,510.000000,505.000000,507.924988,489.071747,2305200
2016-03-04,507.725006,512.450012,496.549988,510.274994,491.334564,2852312
2016-03-08,512.000000,512.000000,504.750000,507.075012,488.253357,956844
2016-03-09,506.500000,514.950012,503.375000,512.400024,493.380707,3264086
2016-03-10,512.400024,512.875000,505.049988,510.625000,491.671570,1335696
2016-03-11,509.950012,515.400024,506.500000,514.349976,495.258240,2365428
2016-03-14,514.000000,518.974976,512.625000,513.775024,494.704651,1504328
2016-03-15,513.950012,516.700012,510.825012,513.349976,494.295380,3845018
2016-03-16,513.500000,517.125000,509.475006,515.224976,496.100800,2401774
2016-03-17,517.474976,519.500000,505.575012,509.200012,490.299438,2556742
2016-03-18,511.475006,516.000000,507.674988,514.200012,495.113861,2067534
2016-03-21,516.500000,523.674988,516.125000,522.799988,503.394684,2659398
2016-03-22,523.250000,528.299988,520.349976,526.924988,507.366516,2060132
2016-03-23,526.525024,526.525024,520.275024,524.674988,505.200104,4232150
2016-03-28,522.500000,526.500000,520.825012,523.750000,504.309418,5635434
2016-03-29,523.750000,529.750000,522.125000,526.900024,507.342468,3366976
2016-03-30,529.000000,534.950012,526.950012,532.474976,512.710449,3907190
2016-03-31,533.424988,539.450012,532.525024,535.575012,515.695496,10040196
2016-04-01,534.400024,538.200012,528.400024,532.224976,512.469727,2579324
2016-04-04,532.599976,536.400024,532.000000,534.525024,514.684448,3089980
2016-04-05,534.500000,538.450012,527.825012,528.724976,509.099670,3331514
2016-04-06,530.500000,533.474976,528.375000,530.750000,511.049561,2147688
2016-04-07,532.000000,532.375000,523.525024,527.750000,508.160919,1955846
2016-04-08,527.500000,531.674988,527.125000,529.674988,510.014435,1481398
2016-04-11,530.150024,537.049988,521.424988,535.474976,515.599121,2024810
2016-04-12,534.799988,535.500000,529.625000,531.500000,511.771729,2470740
2016-04-13,536.000000,542.474976,534.750000,540.875000,520.798706,2487302
2016-04-18,541.750000,546.000000,535.799988,543.900024,523.711426,2058534
2016-04-20,545.950012,550.000000,541.775024,548.924988,528.549927,1910676
2016-04-21,547.500000,552.575012,544.500000,545.575012,525.324280,4095864
2016-04-22,544.750000,550.424988,542.599976,546.075012,525.805725,3904660
2016-04-25,550.000000,550.000000,542.250000,546.625000,526.335266,2780980
2016-04-26,547.500000,557.500000,546.250000,556.924988,536.252930,3526898
2016-04-27,554.924988,562.500000,554.500000,562.099976,541.235840,2881818
2016-04-28,562.099976,568.349976,555.174988,556.974976,536.301147,4044792
2016-04-29,556.900024,568.000000,553.099976,566.174988,545.159546,2805970
2016-05-02,563.875000,565.000000,558.000000,558.825012,538.082520,1931358
2016-05-03,560.950012,567.500000,556.575012,559.000000,538.250916,2347648
2016-05-04,558.750000,567.250000,557.125000,563.674988,542.752441,2646164
2016-05-05,564.000000,567.375000,561.349976,566.150024,545.135620,2607124
2016-05-06,566.000000,566.125000,558.625000,559.825012,539.045349,1366576
2016-05-09,560.000000,572.474976,559.500000,570.700012,549.516785,3476590
2016-05-10,571.750000,573.750000,568.049988,572.450012,551.201782,2726500
2016-05-11,567.349976,572.500000,564.849976,569.400024,548.264893,3073686
2016-05-12,572.000000,576.000000,566.250000,574.549988,553.223694,2110844
2016-05-13,574.000000,574.000000,565.000000,570.450012,549.276001,2522658
2016-05-16,572.500000,582.950012,566.275024,581.400024,559.819519,2259384
2016-05-17,582.525024,584.625000,575.650024,576.724976,555.318054,2147712
2016-05-18,575.500000,575.500000,565.750000,570.325012,549.155640,2081322
2016-05-19,570.049988,571.349976,566.000000,569.650024,548.505676,1927898
2016-05-20,569.974976,574.250000,566.799988,570.450012,549.276001,1008316
2016-05-23,570.974976,574.974976,566.599976,568.375000,547.278015,1731766
2016-05-24,569.200012,571.825012,567.775024,569.974976,548.818604,1629734
2016-05-25,573.150024,587.974976,573.150024,586.650024,564.874695,2883674
2016-05-26,588.049988,594.450012,583.125000,591.625000,569.664978,6852780
2016-05-27,591.625000,595.000000,588.349976,593.400024,571.374146,2887592
2016-05-30,593.500000,597.500000,589.049988,589.875000,567.979919,1907266
2016-05-31,592.950012,592.950012,588.700012,590.950012,569.015076,2757820
2016-06-01,591.474976,591.474976,585.500000,587.575012,565.765320,2837816
2016-06-02,587.349976,590.299988,585.500000,587.474976,565.669006,3955308
2016-06-03,590.049988,592.500000,584.525024,585.875000,564.128418,2262210
2016-06-06,588.000000,591.200012,585.025024,585.549988,563.815491,2773654
2016-06-07,588.474976,590.000000,583.825012,586.849976,565.067200,2814252
2016-06-08,587.900024,589.000000,580.500000,581.299988,559.723206,2371406
2016-06-09,581.250000,582.099976,576.250000,579.700012,558.182617,2324092
2016-06-10,579.200012,586.349976,578.099976,580.674988,559.121460,3161156
2016-06-13,577.375000,582.474976,575.525024,576.450012,555.053284,1661618
2016-06-14,577.500000,578.500000,572.125000,575.924988,554.547729,1914384
2016-06-15,577.500000,585.450012,576.599976,584.775024,563.069214,1522912
2016-06-16,583.275024,584.424988,577.674988,581.075012,559.506592,2363884
2016-06-17,583.500000,589.000000,582.775024,585.000000,563.285828,1880826
2016-06-20,579.500000,589.625000,579.400024,586.025024,564.272888,1371382
2016-06-21,587.500000,587.724976,580.599976,583.325012,561.673035,1335484
2016-06-22,583.000000,587.500000,583.000000,585.750000,564.008057,1901920
2016-06-23,584.900024,595.924988,583.750000,595.049988,572.962830,1963366
2016-06-24,579.924988,585.950012,573.500000,580.950012,559.386292,5586982
2016-06-27,581.000000,584.500000,576.525024,579.974976,558.447327,2081894
2016-06-28,580.625000,586.549988,575.000000,583.474976,561.817444,2017490
2016-06-29,582.500000,584.750000,579.849976,584.150024,571.777039,2710334
2016-06-30,585.500000,590.000000,581.075012,588.224976,575.765686,8139446
2016-07-01,590.000000,592.500000,585.900024,587.250000,574.811340,2152438
2016-07-04,589.099976,589.750000,585.700012,586.400024,573.979370,3624926
2016-07-05,586.400024,587.150024,581.000000,582.799988,570.455627,1068164
2016-07-07,583.950012,594.375000,580.450012,592.825012,580.268188,2416308
2016-07-08,592.549988,592.799988,585.625000,587.424988,574.982605,1559434
2016-07-11,593.000000,600.950012,590.525024,599.875000,587.168884,2551266
2016-07-12,604.950012,604.950012,597.775024,601.075012,588.343506,3523016
2016-07-13,599.900024,600.974976,596.650024,598.875000,586.190063,3343536
2016-07-14,600.500000,601.075012,596.099976,600.174988,587.462524,1729834
2016-07-15,601.900024,613.000000,597.549988,611.849976,598.890198,2887108
2016-07-18,612.500000,619.250000,611.325012,613.724976,600.725525,2219242
2016-07-19,614.500000,615.375000,606.924988,609.174988,596.271912,1293002
2016-07-20,611.500000,619.250000,610.875000,616.099976,603.050293,2345166
2016-07-21,615.349976,619.950012,611.250000,614.299988,601.288391,4556452
2016-07-22,616.674988,617.325012,610.750000,615.400024,602.365051,2810136
2016-07-25,616.500000,624.724976,613.500000,623.474976,610.268982,4936442
2016-07-26,621.200012,622.825012,617.575012,619.400024,606.280396,2832996
2016-07-27,620.500000,623.775024,615.000000,618.474976,605.374939,5367368
2016-07-28,619.000000,625.625000,617.775024,624.224976,611.003174,5323264
2016-07-29,624.000000,625.000000,617.500000,623.099976,609.901978,1697838
2016-08-01,624.500000,629.474976,613.825012,621.150024,607.993286,2780432
2016-08-02,623.500000,628.224976,620.200012,621.650024,608.482727,2664698
2016-08-03,620.549988,624.974976,615.500000,620.224976,607.087830,2366938
2016-08-04,623.299988,623.349976,616.799988,620.500000,607.357056,2331440
2016-08-05,623.700012,627.825012,620.875000,624.625000,611.394714,2892456
2016-08-08,626.450012,627.500000,622.275024,624.799988,611.565918,2364388
2016-08-09,626.450012,626.450012,618.849976,623.599976,610.391418,2105428
2016-08-10,622.500000,625.474976,609.875000,613.450012,600.456421,1809860
2016-08-11,613.400024,617.500000,611.000000,614.125000,601.117065,1428036
2016-08-12,615.525024,617.500000,609.700012,614.349976,601.337280,2320748
2016-08-16,616.500000,619.224976,606.900024,613.650024,600.652161,1734284
2016-08-17,616.700012,618.750000,613.000000,617.450012,604.371643,2755518
2016-08-18,619.000000,627.450012,617.275024,626.250000,612.985291,3055828
2016-08-19,625.000000,625.000000,620.724976,623.549988,610.342468,2055318
2016-08-22,622.525024,627.224976,620.500000,625.150024,611.908569,2750646
2016-08-23,625.500000,627.000000,623.025024,625.724976,612.471375,2657262
2016-08-24,626.025024,632.099976,623.525024,630.900024,617.536804,2785468
2016-08-25,632.000000,633.400024,627.150024,629.275024,615.946228,4364944
2016-08-26,630.000000,630.950012,626.950012,628.549988,615.236511,1260568
2016-08-29,627.750000,627.750000,618.099976,619.049988,605.937744,1472092
2016-08-30,622.549988,635.250000,621.974976,634.325012,620.889221,4933804
2016-08-31,634.500000,647.500000,632.750000,645.599976,631.925415,5580682
2016-09-01,644.000000,645.000000,637.700012,641.849976,628.254822,2612338
2016-09-02,642.750000,644.500000,640.575012,642.549988,628.940002,1977594
2016-09-06,645.025024,651.950012,645.025024,650.200012,636.427979,2754442
2016-09-07,650.500000,652.500000,641.549988,643.375000,629.747559,2008222
2016-09-08,645.000000,647.625000,641.799988,644.700012,631.044495,1452690
2016-09-09,645.000000,647.250000,639.150024,645.200012,631.533936,2006884
2016-09-12,637.349976,642.200012,635.750000,639.950012,626.395020,1992864
2016-09-14,637.500000,638.500000,632.700012,634.724976,621.280701,1924754
2016-09-15,636.000000,641.950012,634.924988,639.799988,626.248291,1750906
2016-09-16,641.900024,652.250000,641.900024,648.924988,635.179993,3262908
2016-09-19,648.500000,651.250000,644.000000,645.075012,631.411499,2947416
2016-09-20,646.325012,647.500000,642.025024,644.224976,630.579590,1889124
2016-09-21,646.000000,649.000000,643.950012,646.500000,632.806335,2128200
2016-09-22,652.500000,658.474976,650.275024,653.450012,639.609131,3277900
2016-09-23,653.025024,659.224976,650.750000,656.349976,642.447693,2438404
2016-09-26,653.049988,654.450012,646.849976,648.075012,634.347961,2788386
2016-09-27,649.500000,653.075012,647.424988,649.025024,635.277832,2028406
2016-09-28,649.950012,650.000000,644.500000,647.625000,633.907532,2494826
2016-09-29,648.974976,653.000000,633.974976,638.750000,625.220520,8225006
2016-09-30,638.549988,640.500000,633.700012,636.424988,622.944763,2069214
2016-10-03,640.500000,644.950012,638.200012,643.599976,629.967773,1950274
2016-10-04,644.299988,647.500000,641.150024,644.775024,631.117859,1387756
2016-10-05,649.000000,650.025024,638.200012,643.049988,629.429443,1823510
2016-10-06,643.549988,647.799988,639.525024,640.974976,627.398315,1447856
2016-10-07,642.000000,643.875000,638.125000,640.299988,626.737671,1668732
2016-10-10,642.500000,643.950012,639.375000,642.174988,628.572998,2359656
2016-10-13,639.500000,639.500000,628.224976,631.375000,618.001709,2259678
2016-10-14,632.875000,634.000000,627.000000,630.900024,617.536804,2033558
2016-10-17,632.750000,633.200012,616.375000,618.849976,605.741943,2567680
2016-10-18,621.599976,630.000000,619.500000,628.924988,615.603577,1305484
2016-10-19,630.549988,631.500000,624.000000,629.174988,615.848267,1522452
2016-10-20,630.125000,633.724976,625.500000,627.750000,614.453491,1600178
2016-10-21,628.000000,636.474976,625.000000,635.349976,621.892456,1978204
2016-10-24,635.875000,638.424988,630.525024,631.775024,618.393311,1627832
2016-10-25,634.000000,634.000000,622.025024,625.150024,611.908569,2750898
2016-10-26,621.674988,632.500000,617.525024,619.650024,606.525085,2683270
2016-10-27,619.500000,628.500000,612.075012,626.049988,612.789429,5811930
2016-10-28,627.250000,630.950012,620.049988,629.525024,616.190918,2660268
2016-11-01,628.000000,631.924988,623.525024,629.900024,616.557983,1701208
2016-11-02,625.549988,627.849976,620.750000,623.075012,609.877563,3237216
2016-11-03,622.500000,630.000000,615.875000,627.474976,614.184326,3157906
2016-11-04,626.400024,626.400024,620.875000,621.849976,608.678406,2867460
2016-11-07,626.000000,627.424988,620.000000,624.724976,611.492554,2835696
2016-11-08,625.549988,629.000000,620.049988,627.150024,613.866211,2674082
2016-11-09,600.000000,628.700012,597.674988,625.625000,612.373535,6822734
2016-11-10,631.875000,641.500000,627.049988,639.275024,625.734375,5350368
2016-11-11,637.000000,641.000000,632.799988,637.900024,624.388489,3569660
2016-11-15,638.750000,644.500000,625.325012,627.375000,614.086426,6256262
2016-11-16,634.000000,634.000000,620.025024,622.174988,608.996582,4323872
2016-11-17,619.150024,624.450012,612.575012,615.099976,602.071350,2407812
2016-11-18,618.000000,618.000000,604.599976,605.700012,592.870544,3439950
2016-11-21,609.750000,609.750000,594.174988,599.349976,586.654968,2776260
2016-11-22,603.400024,603.400024,594.674988,599.025024,586.336975,5008892
2016-11-23,601.500000,601.500000,590.549988,592.375000,579.827759,1766346
2016-11-24,592.000000,593.150024,580.450012,582.750000,570.406677,7642998
2016-11-25,584.500000,596.599976,579.000000,594.650024,582.054565,2984980
2016-11-28,590.125000,599.450012,589.049988,592.224976,579.680969,2065090
2016-11-29,592.349976,596.474976,588.250000,589.375000,576.891296,1966322
2016-11-30,592.500000,601.000000,590.549988,599.799988,587.095459,3221420
2016-12-01,601.150024,603.950012,596.500000,598.625000,585.945374,2238492
2016-12-02,594.500000,600.974976,588.349976,594.549988,581.956726,2031336
2016-12-05,593.799988,599.474976,588.250000,598.174988,585.504883,2275968
2016-12-06,597.500000,601.424988,595.099976,597.224976,584.575012,1351482
2016-12-07,600.924988,602.950012,583.500000,590.799988,578.286133,2814096
2016-12-08,593.500000,602.775024,593.500000,599.750000,587.046570,2154848
2016-12-09,599.549988,601.150024,594.000000,599.150024,586.459290,2193976
2016-12-12,596.000000,596.075012,590.549988,592.224976,579.680969,1712636
2016-12-13,590.125000,595.174988,589.275024,593.125000,580.561890,1263434
2016-12-14,593.500000,594.000000,586.700012,587.849976,575.398682,2157072
2016-12-15,582.099976,597.250000,581.799988,588.299988,575.839111,2470744
2016-12-16,588.299988,592.500000,585.775024,591.150024,578.628723,1627914
2016-12-19,588.400024,589.750000,585.250000,588.375000,575.912537,1580218
2016-12-20,588.000000,592.500000,585.849976,590.950012,578.432983,2094996
2016-12-21,592.000000,592.500000,587.500000,590.000000,577.503113,1329438
2016-12-22,588.200012,589.750000,584.200012,586.549988,574.126099,1402858
2016-12-23,585.500000,594.625000,584.650024,593.125000,580.561890,2376258
2016-12-26,589.275024,593.049988,585.049988,587.500000,575.056030,2091932
2016-12-27,589.650024,593.450012,586.950012,592.599976,580.047974,2449648
2016-12-28,594.950012,597.474976,590.500000,593.375000,580.806641,3253920
2016-12-29,592.500000,603.974976,590.724976,602.599976,589.836121,4050408
2016-12-30,600.000000,606.000000,599.974976,603.099976,590.325562,2033270
2017-01-02,604.724976,605.049988,596.025024,598.549988,585.872009,1854328
2017-01-03,600.400024,600.974976,592.875000,594.950012,582.348206,1923750
2017-01-04,594.924988,596.000000,591.900024,592.750000,580.194824,3483560
2017-01-05,594.500000,597.250000,591.549988,593.099976,580.537415,3388192
2017-01-06,595.049988,599.200012,594.099976,596.825012,584.183472,2762630
2017-01-09,599.424988,602.075012,596.075012,597.599976,584.942078,2286898
2017-01-10,598.099976,608.400024,597.650024,607.174988,594.314270,2773058
2017-01-11,608.750000,619.049988,607.750000,617.000000,603.931091,4671702
2017-01-12,617.500000,621.849976,612.750000,617.500000,604.420593,1458158
2017-01-13,619.500000,619.849976,614.299988,616.250000,603.197083,1925206
2017-01-16,616.750000,624.724976,616.400024,623.825012,610.611694,1882932
2017-01-17,623.500000,626.200012,618.125000,619.250000,606.133484,1779806
2017-01-18,620.450012,628.000000,620.424988,621.299988,608.140076,2306444
2017-01-19,622.450012,622.450012,617.500000,618.150024,605.056885,1756206
2017-01-20,618.000000,622.500000,615.000000,618.174988,605.081238,6971034
2017-01-23,618.000000,625.000000,617.900024,622.325012,609.143433,2396924
2017-01-24,625.000000,635.750000,624.625000,633.775024,620.350891,5130932
2017-01-25,636.299988,647.799988,635.049988,645.299988,631.631714,7818492
2017-01-27,649.500000,650.000000,644.000000,645.950012,632.268005,3426118
2017-01-30,646.474976,646.474976,640.275024,642.474976,628.866638,2659814
2017-01-31,641.200012,646.349976,638.500000,643.325012,629.698608,3050520
2017-02-01,643.099976,655.000000,640.250000,652.849976,639.021851,5455332
2017-02-02,652.849976,652.849976,646.299988,649.349976,635.596008,2985818
2017-02-03,649.500000,658.000000,648.250000,655.525024,641.640198,4002552
2017-02-06,656.150024,660.000000,655.724976,657.049988,643.132874,2155110
2017-02-07,658.000000,659.000000,651.474976,653.575012,639.731445,1705960
2017-02-08,653.775024,659.349976,649.075012,652.825012,638.997375,2470480
2017-02-09,654.700012,659.950012,646.275024,648.825012,635.082153,2232688
2017-02-10,649.174988,654.375000,649.000000,651.799988,637.994080,1648368
2017-02-13,653.775024,657.500000,649.599976,655.099976,641.224182,1397896
2017-02-14,657.000000,657.000000,652.000000,655.549988,641.664612,1223030
2017-02-15,656.000000,662.000000,653.724976,661.099976,647.097107,3063470
2017-02-16,661.500000,666.500000,660.125000,663.950012,649.886780,2521850
2017-02-17,722.500000,727.000000,680.224976,688.525024,673.941284,201129980
2017-02-20,680.599976,707.724976,679.575012,704.549988,689.626770,5283358
2017-02-21,703.025024,710.900024,698.700012,707.775024,692.783508,3130014
2017-02-22,707.500000,709.400024,697.424988,699.575012,684.757141,2648388
2017-02-23,701.900024,710.674988,693.525024,697.150024,682.383545,17247490
2017-02-27,695.450012,699.174988,689.299988,696.799988,682.040955,2340688
2017-02-28,696.450012,698.125000,692.250000,695.049988,680.328064,1464004
2017-03-01,698.224976,698.250000,693.200012,695.825012,681.086609,1740868
2017-03-02,697.275024,698.000000,688.125000,690.049988,675.433899,2300994
2017-03-03,692.250000,692.250000,684.500000,688.500000,673.916687,1246412
2017-03-06,688.400024,694.950012,686.549988,690.375000,675.752075,1839562
2017-03-07,691.125000,693.750000,688.099976,693.099976,678.419250,1556438
2017-03-08,693.950012,699.599976,690.525024,696.099976,681.355774,1891072
2017-03-09,690.825012,699.349976,690.825012,697.099976,682.334534,1754658
2017-03-10,697.500000,704.000000,696.575012,700.049988,685.222107,2930352
2017-03-14,711.049988,712.075012,703.325012,705.349976,690.409851,3577510
2017-03-15,705.474976,710.000000,705.275024,708.299988,693.297363,2135930
2017-03-16,709.049988,711.424988,706.825012,708.674988,693.664368,2490054
2017-03-17,709.275024,713.750000,706.424988,712.924988,697.824402,1695232
2017-03-20,713.325012,719.924988,712.974976,718.049988,702.840820,4071172
2017-03-21,717.000000,722.500000,717.000000,720.474976,705.214478,2778640
2017-03-22,713.849976,718.500000,712.900024,715.450012,700.295898,2818272
2017-03-23,717.200012,717.500000,711.450012,715.450012,700.295898,2461236
2017-03-24,716.500000,717.224976,711.000000,712.174988,697.090210,1905182
2017-03-27,712.000000,712.000000,702.025024,704.924988,689.993774,2932042
2017-03-28,709.150024,712.349976,706.549988,710.099976,695.059265,4030700
2017-03-29,710.400024,717.400024,710.000000,714.299988,699.170288,4287886
2017-03-30,714.000000,739.974976,712.525024,733.099976,717.572021,17160546
2017-03-31,726.900024,727.000000,718.275024,721.275024,705.997559,4825696
2017-04-03,723.000000,725.049988,713.000000,716.599976,701.421509,2074526
2017-04-05,717.625000,723.250000,713.775024,716.174988,701.005554,2872040
2017-04-06,715.750000,721.500000,712.525024,719.250000,704.015381,3062208
2017-04-07,715.525024,722.500000,714.299988,719.424988,704.186707,2324180
2017-04-10,721.500000,721.500000,716.325012,717.075012,701.886597,1696938
2017-04-11,717.000000,720.599976,715.750000,719.750000,704.504822,2178130
2017-04-12,719.500000,724.974976,717.750000,721.849976,706.560303,1782546
2017-04-13,721.500000,724.450012,718.525024,720.150024,704.896362,2402118
2017-04-17,720.150024,721.900024,714.125000,718.400024,703.183411,3568528
2017-04-18,720.000000,727.500000,719.000000,723.650024,708.322205,1819430
2017-04-19,723.500000,728.375000,719.000000,724.500000,709.154236,2169072
2017-04-20,726.500000,733.025024,726.474976,731.075012,715.589966,2890686
2017-04-21,733.000000,749.500000,726.650024,748.299988,732.450134,8629016
2017-04-24,749.049988,769.500000,748.500000,766.525024,750.289124,10103476
2017-04-25,767.525024,772.750000,764.799988,768.525024,752.246765,4528890
2017-04-26,771.474976,776.500000,734.224976,775.325012,758.902771,3897926
2017-04-27,773.049988,786.974976,773.049988,784.299988,767.687500,8090210
2017-04-28,779.950012,779.950012,768.549988,773.250000,756.871643,2718864
2017-05-02,773.500000,775.450012,765.174988,770.299988,753.984070,2003520
2017-05-03,777.125000,777.125000,769.674988,772.150024,755.794983,1253982
2017-05-04,769.625000,771.450012,761.299988,767.400024,751.145569,2565514
2017-05-05,771.049988,771.450012,763.150024,766.099976,749.873108,1378948
2017-05-08,769.000000,770.000000,764.275024,767.400024,751.145569,1873626
2017-05-09,767.400024,772.799988,766.325012,767.875000,751.610413,1672918
2017-05-10,770.000000,777.500000,768.525024,775.900024,759.465515,1171122
2017-05-11,775.500000,780.000000,770.500000,773.200012,756.822754,1937872
2017-05-12,772.950012,778.450012,768.099976,775.825012,759.392151,3073802
2017-05-15,775.000000,778.599976,771.125000,776.700012,760.248596,1402390
2017-05-16,777.500000,781.000000,774.125000,779.825012,763.307373,1795188
2017-05-17,779.400024,782.700012,775.750000,778.575012,762.083923,1736236
2017-05-18,774.500000,780.750000,774.049988,778.549988,762.059326,1553640
2017-05-19,779.750000,784.950012,772.625000,780.625000,764.090393,1427068
2017-05-22,782.549988,790.000000,781.549988,788.000000,771.309204,1430026
2017-05-23,790.000000,791.775024,782.500000,784.549988,767.932190,1540086
2017-05-24,784.525024,787.724976,781.000000,783.375000,766.782166,1733694
2017-05-25,783.549988,814.700012,783.549988,808.575012,791.448425,10045402
2017-05-26,803.325012,816.000000,800.549988,813.000000,795.779663,2721578
